subjectID,activity,feature,mean,std
1,STANDING,tBodyGyroMag-std(),-0.9786900286792453,0.028198541636782946
1,STANDING,tGravityAcc-mean()-X,0.9429520003773585,0.01909840899586936
1,STANDING,tGravityAcc-mean()-Y,-0.27298383226415096,0.08217445886790975
1,STANDING,tGravityAcc-mean()-Z,0.01349058232264151,0.05048252949941856
1,STANDING,tGravityAcc-std()-X,-0.9937629850943396,0.013587700882032788
1,STANDING,tGravityAcc-std()-Y,-0.9812259579245283,0.03567231871610597
1,STANDING,tGravityAcc-std()-Z,-0.9763240635849056,0.03425336135417499
1,STANDING,tGravityAccMag-mean(),-0.9842782073584906,0.022333271302715185
1,STANDING,tGravityAccMag-std(),-0.9819429288679246,0.03201965322477585
1,WALKING,fBodyAcc-mean()-X,-0.2027943063263158,0.07034981381910566
1,WALKING,fBodyAcc-mean()-Y,0.08971272640210526,0.10176731951974996
1,WALKING,fBodyAcc-mean()-Z,-0.3315601177894737,0.06409743064324003
1,WALKING,fBodyAcc-std()-X,-0.31913471957894735,0.07594653149939604
1,WALKING,fBodyAcc-std()-Y,0.056040006846,0.0870485792231659
1,WALKING,fBodyAcc-std()-Z,-0.2796867514947368,0.06668278062081884
1,WALKING,fBodyAccJerk-mean()-X,-0.17054696454957893,0.08656250874509816
1,WALKING,fBodyAccJerk-mean()-Y,-0.03522552411306316,0.1061946580880352
1,WALKING,fBodyAccJerk-mean()-Z,-0.46899922463157895,0.06531116704817178
1,WALKING,fBodyAccJerk-std()-X,-0.13358660632631578,0.10240618468240416
1,WALKING,fBodyAccJerk-std()-Y,0.106739857136,0.1110774360671633
1,WALKING,fBodyAccJerk-std()-Z,-0.5347134404210526,0.07303094329821191
1,WALKING,fBodyAccMag-mean(),-0.1286234506294737,0.07668511599390032
1,WALKING,fBodyAccMag-std(),-0.39803258684210524,0.042592832570661196
1,WALKING,fBodyBodyAccJerkMag-mean(),-0.05711940003431579,0.1183259879354119
1,WALKING,fBodyBodyAccJerkMag-std(),-0.10349240300210526,0.12214812764666538
1,WALKING,fBodyBodyGyroJerkMag-mean(),-0.3193085937789474,0.09257720397806798
1,WALKING,fBodyBodyGyroJerkMag-std(),-0.38160191178947367,0.09227251932910377
1,WALKING,fBodyBodyGyroMag-mean(),-0.1992525689863158,0.08395063404629878
1,WALKING,fBodyBodyGyroMag-std(),-0.32101795389473686,0.05035325269727545
1,WALKING,fBodyGyro-mean()-X,-0.33903219711578947,0.07543800932003761
1,WALKING,fBodyGyro-mean()-Y,-0.10305941643473684,0.08903810315407946
1,WALKING,fBodyGyro-mean()-Z,-0.25594094031578946,0.06958448338868148
1,WALKING,fBodyGyro-std()-X,-0.5166919387368422,0.055242818623454364
1,WALKING,fBodyGyro-std()-Y,-0.03350815978842105,0.07344519784870238
1,WALKING,fBodyGyro-std()-Z,-0.43656222747368423,0.049066387432495404
1,WALKING,tBodyAcc-mean()-X,0.2773307587368421,0.046391726567839166
1,WALKING,tBodyAcc-mean()-Y,-0.017383818527368422,0.018186683695047123
1,WALKING,tBodyAcc-mean()-Z,-0.11114810354736843,0.04083699062243437
1,WALKING,tBodyAcc-std()-X,-0.28374025884210524,0.06797813273978298
1,WALKING,tBodyAcc-std()-Y,0.11446133674736843,0.08717845215831468
1,WALKING,tBodyAcc-std()-Z,-0.2600279022105263,0.062030128430481245
1,WALKING,tBodyAccJerk-mean()-X,0.07404163331578947,0.2211317729474769
1,WALKING,tBodyAccJerk-mean()-Y,0.02827210958842105,0.2940653500408167
1,WALKING,tBodyAccJerk-mean()-Z,-0.004168406177894738,0.23396171239738464
1,WALKING,tBodyAccJerk-std()-X,-0.11361560243578947,0.09175616467036153
1,WALKING,tBodyAccJerk-std()-Y,0.06700250076842106,0.1040326575863516
1,WALKING,tBodyAccJerk-std()-Z,-0.5026997885263158,0.06546661140334031
1,WALKING,tBodyAccJerkMag-mean(),-0.14142880903157895,0.07178118073688436
1,WALKING,tBodyAccJerkMag-std(),-0.07447175006252632,0.11376870657762646
1,WALKING,tBodyAccMag-mean(),-0.1369711765568421,0.06378481093559096
1,WALKING,tBodyAccMag-std(),-0.21968864563157894,0.05603655651624319
1,WALKING,tBodyGyro-mean()-X,-0.041830963526,0.11651253643903489
1,WALKING,tBodyGyro-mean()-Y,-0.06953004621157895,0.11808862465241972
1,WALKING,tBodyGyro-mean()-Z,0.08494481730421052,0.05855589295471112
1,WALKING,tBodyGyro-std()-X,-0.4735354858947368,0.05679054274888506
1,WALKING,tBodyGyro-std()-Y,-0.054607768659473685,0.07208056803999137
1,WALKING,tBodyGyro-std()-Z,-0.3442666294736842,0.052341881860919974
1,WALKING,tBodyGyroJerk-mean()-X,-0.08999754237052632,0.15582087163606578
1,WALKING,tBodyGyroJerk-mean()-Y,-0.03984287094631579,0.2470810959197381
1,WALKING,tBodyGyroJerk-mean()-Z,-0.04613092950210526,0.17394367994674323
1,WALKING,tBodyGyroJerk-std()-X,-0.20742185475789474,0.06727040255812171
1,WALKING,tBodyGyroJerk-std()-Y,-0.3044685106315789,0.09537990720792418
1,WALKING,tBodyGyroJerk-std()-Z,-0.40425545263157897,0.06253509679130191
1,WALKING,tBodyGyroJerkMag-mean(),-0.2987036790842105,0.07082187724730221
1,WALKING,tBodyGyroJerkMag-std(),-0.3253248788947368,0.09175755969416696
1,WALKING,tBodyGyroMag-mean(),-0.1609795525368421,0.07297065768850086
1,WALKING,tBodyGyroMag-std(),-0.18697836452631578,0.06536429133437767
1,WALKING,tGravityAcc-mean()-X,0.9352232014736842,0.013413481928293067
1,WALKING,tGravityAcc-mean()-Y,-0.2821650212631579,0.028964059272200016
1,WALKING,tGravityAcc-mean()-Z,-0.068102864,0.04223710492703708
1,WALKING,tGravityAcc-std()-X,-0.9766096425263158,0.013092633337478649
1,WALKING,tGravityAcc-std()-Y,-0.9713059614736842,0.017857276473091033
1,WALKING,tGravityAcc-std()-Z,-0.9477172261052632,0.044649800652505775
1,WALKING,tGravityAccMag-mean(),-0.1369711765568421,0.06378481093559096
1,WALKING,tGravityAccMag-std(),-0.21968864563157894,0.05603655651624319
1,WALKING_DOWNSTAIRS,fBodyAcc-mean()-X,0.038229183151020404,0.11922472761125262
1,WALKING_DOWNSTAIRS,fBodyAcc-mean()-Y,0.0015499078359183687,0.1707985610871914
1,WALKING_DOWNSTAIRS,fBodyAcc-mean()-Z,-0.22557447169387754,0.11555159588400431
1,WALKING_DOWNSTAIRS,fBodyAcc-std()-X,0.024330839138775512,0.10845754351820583
1,WALKING_DOWNSTAIRS,fBodyAcc-std()-Y,-0.11296373995306122,0.14369479864969323
1,WALKING_DOWNSTAIRS,fBodyAcc-std()-Z,-0.29792789469387754,0.0723421185708391
1,WALKING_DOWNSTAIRS,fBodyAccJerk-mean()-X,-0.0276638676122449,0.10127166759154485
1,WALKING_DOWNSTAIRS,fBodyAccJerk-mean()-Y,-0.1286671576489796,0.1393508807322646
1,WALKING_DOWNSTAIRS,fBodyAccJerk-mean()-Z,-0.2883347357142857,0.12876086525451017
1,WALKING_DOWNSTAIRS,fBodyAccJerk-std()-X,-0.08632789664020409,0.0867093134600627
1,WALKING_DOWNSTAIRS,fBodyAccJerk-std()-Y,-0.13458000887755103,0.14826015260797878
1,WALKING_DOWNSTAIRS,fBodyAccJerk-std()-Z,-0.4017214642857143,0.09986582803713036
1,WALKING_DOWNSTAIRS,fBodyAccMag-mean(),0.09658453430408163,0.11093924913018809
1,WALKING_DOWNSTAIRS,fBodyAccMag-std(),-0.18653030107346938,0.09531460673838904
1,WALKING_DOWNSTAIRS,fBodyBodyAccJerkMag-mean(),0.026218494932653064,0.1308694807283827
1,WALKING_DOWNSTAIRS,fBodyBodyAccJerkMag-std(),-0.10405226072653061,0.14540665735834254
1,WALKING_DOWNSTAIRS,fBodyBodyGyroJerkMag-mean(),-0.281963359177551,0.1569829839474002
1,WALKING_DOWNSTAIRS,fBodyBodyGyroJerkMag-std(),-0.3919198766122449,0.16596780683695403
1,WALKING_DOWNSTAIRS,fBodyBodyGyroMag-mean(),-0.18572028574489796,0.1581484373190551
1,WALKING_DOWNSTAIRS,fBodyBodyGyroMag-std(),-0.398350390122449,0.14826202615499248
1,WALKING_DOWNSTAIRS,fBodyGyro-mean()-X,-0.3524496313632653,0.1837471989439159
1,WALKING_DOWNSTAIRS,fBodyGyro-mean()-Y,-0.05570225246938775,0.14310305453620464
1,WALKING_DOWNSTAIRS,fBodyGyro-mean()-Z,-0.03186942719795918,0.12789761172380779
1,WALKING_DOWNSTAIRS,fBodyGyro-std()-X,-0.4954224861020408,0.2227692570991779
1,WALKING_DOWNSTAIRS,fBodyGyro-std()-Y,-0.18141472865714287,0.08793928195940275
1,WALKING_DOWNSTAIRS,fBodyGyro-std()-Z,-0.23844356530612246,0.08349348196777846
1,WALKING_DOWNSTAIRS,tBodyAcc-mean()-X,0.2891883204081633,0.084156487553055
1,WALKING_DOWNSTAIRS,tBodyAcc-mean()-Y,-0.009918504610204082,0.025822221699383273
1,WALKING_DOWNSTAIRS,tBodyAcc-mean()-Z,-0.10756619090816326,0.056933227476658445
1,WALKING_DOWNSTAIRS,tBodyAcc-std()-X,0.030035338348387754,0.09320644140623656
1,WALKING_DOWNSTAIRS,tBodyAcc-std()-Y,-0.03193594344897959,0.15515062543838357
1,WALKING_DOWNSTAIRS,tBodyAcc-std()-Z,-0.23043421320408164,0.08445077869091766
1,WALKING_DOWNSTAIRS,tBodyAccJerk-mean()-X,0.05415531648979592,0.40076011202395584
1,WALKING_DOWNSTAIRS,tBodyAccJerk-mean()-Y,0.02965044904081633,0.2096339470414229
1,WALKING_DOWNSTAIRS,tBodyAccJerk-mean()-Z,-0.010971973018367347,0.2680010301668448
1,WALKING_DOWNSTAIRS,tBodyAccJerk-std()-X,-0.012283860544897959,0.09295043650689025
1,WALKING_DOWNSTAIRS,tBodyAccJerk-std()-Y,-0.10160139064081633,0.1442630544722334
1,WALKING_DOWNSTAIRS,tBodyAccJerk-std()-Z,-0.34573503232653063,0.11106579321534256
1,WALKING_DOWNSTAIRS,tBodyAccJerkMag-mean(),-0.08944748079795918,0.08398347630332234
1,WALKING_DOWNSTAIRS,tBodyAccJerkMag-std(),-0.025787719708163265,0.12966375715244777
1,WALKING_DOWNSTAIRS,tBodyAccMag-mean(),0.027188291410612245,0.08237323771047404
1,WALKING_DOWNSTAIRS,tBodyAccMag-std(),0.01988435062653061,0.09922131798465518
1,WALKING_DOWNSTAIRS,tBodyGyro-mean()-X,-0.03507819029897959,0.2974987952639058
1,WALKING_DOWNSTAIRS,tBodyGyro-mean()-Y,-0.09093712902040817,0.2461900338118658
1,WALKING_DOWNSTAIRS,tBodyGyro-mean()-Z,0.09008501420306123,0.07769113203863084
1,WALKING_DOWNSTAIRS,tBodyGyro-std()-X,-0.4580305429387755,0.21144013052450747
1,WALKING_DOWNSTAIRS,tBodyGyro-std()-Y,-0.1263491949387755,0.10204246979737674
1,WALKING_DOWNSTAIRS,tBodyGyro-std()-Z,-0.12470245424285714,0.09520215647377994
1,WALKING_DOWNSTAIRS,tBodyGyroJerk-mean()-X,-0.07395920362714285,0.2172142776141527
1,WALKING_DOWNSTAIRS,tBodyGyroJerk-mean()-Y,-0.043990278336734696,0.23874808818510002
1,WALKING_DOWNSTAIRS,tBodyGyroJerk-mean()-Z,-0.027046106106122448,0.19073208848677178
1,WALKING_DOWNSTAIRS,tBodyGyroJerk-std()-X,-0.48702734224489796,0.09533929463811062
1,WALKING_DOWNSTAIRS,tBodyGyroJerk-std()-Y,-0.23882482753061224,0.14000688206976883
1,WALKING_DOWNSTAIRS,tBodyGyroJerk-std()-Z,-0.2687614802428571,0.09812571585309433
1,WALKING_DOWNSTAIRS,tBodyGyroJerkMag-mean(),-0.29546384334693876,0.09318723200569745
1,WALKING_DOWNSTAIRS,tBodyGyroJerkMag-std(),-0.30651064553061225,0.1616564743095021
1,WALKING_DOWNSTAIRS,tBodyGyroMag-mean(),-0.07574125436734694,0.12080109533717914
1,WALKING_DOWNSTAIRS,tBodyGyroMag-std(),-0.22572436806122448,0.15842218868819463
1,WALKING_DOWNSTAIRS,tGravityAcc-mean()-X,0.9318744189795918,0.013710792073377092
1,WALKING_DOWNSTAIRS,tGravityAcc-mean()-Y,-0.26661033897959185,0.028077745330301353
1,WALKING_DOWNSTAIRS,tGravityAcc-mean()-Z,-0.06211995859387755,0.03772014757166322
1,WALKING_DOWNSTAIRS,tGravityAcc-std()-X,-0.950559811632653,0.023606331797489676
1,WALKING_DOWNSTAIRS,tGravityAcc-std()-Y,-0.9370186589795918,0.03296765139558343
